local_date,station,c_mean_24,p_max_24,p_min_24,ra1_sum_24,ra3_sum_24,rh_mean_24,t_mean_24,t_max_24,t_min_24,td_mean_24,tn6_min_24,tx6_max_24,v_min_24,wg_max_24,wmx_max_24,ws_mean_24,ws_max_24,c_mean_day,ra1_sum_day,rh_mean_day,rh_min_day,t_max_day,tx6_max_day,wg_max_day,wmx_max_day,ws_mean_day,ws_max_day,c_mean_night,ra1_sum_night,rh_mean_night,rh_max_night,t_min_night,tn6_min_night,wg_max_night,wmx_max_night,ws_mean_night,ws_max_night
2021-01-19,HKNW,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,
2021-01-20,HKNW,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,68.2,68.2,19.0,,,,0.0,0.0
2021-01-21,HKNW,35.0,1022.0,1017.0,0.0,0.0,64.445,20.8,25.0,15.0,13.4,,,9999.0,,,4.2699995,9.3,52.5,0.0,57.774998,44.3,25.0,,,,5.8250003,9.3,37.727272,0.0,77.96363,88.0,17.0,,,,2.2545455,6.2
2021-01-22,HKNW,52.142857,1021.0,1016.0,0.0,0.0,72.62382,20.238094,25.0,17.0,14.809524,,,9999.0,,,4.9714284,12.3,65.38461,0.0,67.42308,50.4,25.0,,,,6.484616,12.3,57.916668,0.0,81.04166,93.8,17.0,,,,5.391666,12.3
2021-01-23,HKNW,67.27273,1022.0,1017.0,0.0,0.0,72.74545,20.136364,24.0,17.0,14.818182,,,9999.0,,,5.9363637,10.3,68.07692,0.0,67.91538,53.6,24.0,,,,7.0,10.3,45.909092,0.0,82.65455,93.8,15.0,,,,2.009091,6.2
2021-01-24,HKNW,43.5,1021.0,1017.0,0.0,0.0,70.15501,20.75,26.0,15.0,14.65,,,9999.0,,,4.7599998,9.3,51.923077,0.0,63.923073,50.2,26.0,,,,6.3769226,9.3,55.0,0.0,76.344444,88.0,17.0,,,,3.7222223,7.7
2021-01-25,HKNW,75.0,1022.0,1017.0,0.0,0.0,67.534996,21.3,26.0,17.0,14.75,,,9999.0,,,4.9849997,7.7,75.0,0.0,63.961544,50.7,26.0,,,,5.1384616,7.2,56.25,0.0,75.36666,87.8,15.0,,,,3.1166666,7.7
2021-01-26,HKNW,30.681818,1022.0,1017.0,0.0,0.0,69.850006,21.0,27.0,15.0,15.090909,,,9999.0,,,4.340909,10.3,40.384617,0.0,64.96923,53.6,27.0,,,,5.692307,10.3,17.727272,0.0,77.15455,87.7,14.0,,,,2.9454546,6.2
2021-01-27,HKNW,17.857143,1021.0,1017.0,0.0,0.0,55.190475,20.904762,27.0,14.0,10.333333,,,9999.0,,,4.038095,8.7,21.153847,0.0,47.415382,27.5,27.0,,,,5.1384616,8.7,3.5714285,0.0,66.13572,87.8,14.0,,,,2.0214286,7.7
2021-01-28,HKNW,11.458333,1021.0,1018.0,0.0,0.0,55.441666,21.166666,28.0,14.0,10.625,,,9999.0,,,3.1208332,7.7,19.23077,0.0,43.315388,26.5,28.0,,,,4.0615377,7.7,3.8461537,0.0,73.80769,93.7,15.0,,,,2.0923078,5.1
2021-01-29,HKNW,13.0,1022.0,1018.0,0.0,0.0,65.153336,20.466667,28.0,15.0,12.466666,,,9999.0,,,3.26,7.7,21.666666,0.0,52.17778,30.1,28.0,,,,4.8,7.7,,0.0,,,,,,,,
2021-01-30,HKNW,60.0,1022.0,1016.0,0.0,0.0,47.912502,24.25,27.0,20.0,12.25,,,9999.0,,,6.95,10.3,60.0,0.0,47.912495,39.3,27.0,,,,6.9500003,10.3,25.0,0.0,77.3,77.3,17.0,,,,0.0,0.0
2021-01-31,HKNW,30.714285,1021.0,1016.0,0.0,0.0,40.22143,23.0,27.0,17.0,7.928571,,,9999.0,,,5.65,10.3,28.333334,0.0,41.225002,25.7,27.0,,,,5.8249993,10.3,29.375,0.0,55.075,76.7,13.0,,,,2.5,7.7
2021-02-01,HKNW,29.75,1023.0,1018.0,0.0,0.0,41.95,20.95,26.0,13.0,6.35,,,9999.0,,,3.9300003,8.2,47.5,0.0,33.425,22.5,26.0,,,,5.483333,8.2,0.0,0.0,56.292854,82.0,13.0,,,,1.3571428,6.2
2021-02-02,HKNW,12.368421,1024.0,1018.0,0.0,0.0,47.957897,20.947369,28.0,13.0,8.0,,,9999.0,,,2.831579,7.7,19.583334,0.0,39.808334,22.8,28.0,,,,4.483333,7.7,35.0,0.0,60.583332,68.2,18.0,,,,3.1000001,4.1
2021-02-03,HKNW,46.5,1023.0,1018.0,0.0,0.0,48.670002,22.75,27.0,18.0,10.7,,,9999.0,,,4.5149994,7.7,56.53846,0.0,43.99231,28.1,27.0,,,,5.1615376,7.7,25.0,0.0,64.61539,82.5,17.0,,,,2.9307692,5.7
2021-02-04,HKNW,20.652174,1023.0,1018.0,0.0,0.0,48.495655,22.565218,29.0,17.0,9.217391,,,9999.0,,,4.2043476,7.7,25.0,0.0,37.46923,15.0,29.0,,,,4.8307695,7.7,6.818182,0.0,55.500004,72.2,16.0,,,,3.3727272,7.7
2021-02-05,HKNW,34.52381,1023.0,1017.0,0.0,0.0,49.709526,22.761906,29.0,16.0,10.904762,,,9999.0,,,3.7761903,5.1,32.692307,0.0,43.784615,28.6,29.0,,,,3.7692304,5.1,67.5,0.0,61.75,77.4,17.0,,,,2.5583334,5.1
2021-02-06,HKNW,64.545456,1020.0,1015.0,0.0,0.0,64.0,21.636364,28.0,17.0,13.909091,,,9999.0,,,2.190909,5.1,59.615383,0.0,54.200005,39.3,28.0,,,,3.2307692,5.1,75.0,0.0,87.658325,88.2,18.0,,,,0.84999996,5.1
2021-02-07,HKNW,75.0,1020.0,1015.0,0.0,0.0,75.06363,20.727272,24.0,18.0,15.863636,,,9999.0,,,2.7272725,5.1,75.0,0.0,67.64616,57.1,24.0,,,,2.9615386,5.1,75.0,0.0,90.09286,100.0,17.0,,,,2.5357144,5.1
2021-02-08,HKNW,77.083336,1021.0,1017.0,0.0,0.0,90.399994,18.125,21.0,17.0,16.458334,,,9999.0,,,2.0208333,5.1,78.84615,0.0,86.48461,68.4,21.0,,,,1.8615385,5.1,72.85714,0.0,91.78571,93.8,16.0,,,,1.1071428,4.1
2021-02-09,HKNW,73.75,1021.0,1016.0,0.0,0.0,79.52917,19.375,24.0,16.0,15.541667,,,9999.0,,,3.3791668,7.7,75.0,0.0,71.62307,57.1,24.0,,,,4.661538,6.7,72.85714,0.0,85.32143,93.8,17.0,,,,2.05,7.7
2021-02-10,HKNW,73.75,1021.0,1016.0,0.0,0.0,77.54584,19.541666,24.0,17.0,15.291667,,,9999.0,,,3.6499999,7.7,72.69231,0.0,70.9,53.6,24.0,,,,4.9230766,7.7,75.0,0.0,80.52142,88.0,17.0,,,,2.3857143,7.7
2021-02-11,HKNW,75.0,1022.0,1016.0,0.0,0.0,72.145836,20.0,24.0,17.0,14.625,,,9999.0,,,1.5500001,7.7,75.0,0.0,64.33846,53.3,24.0,,,,1.6692308,4.1,75.0,0.0,86.1,100.0,17.0,,,,0.9928571,7.7
2021-02-12,HKNW,75.0,1020.0,1015.0,0.0,0.0,78.613045,20.217392,25.0,17.0,16.086956,,,9999.0,,,1.6913042,5.1,75.0,0.0,70.38334,53.8,25.0,,,,3.0249999,5.1,75.0,0.0,87.328575,93.9,17.0,,,,0.47857141,4.1
2021-02-13,HKNW,75.0,1021.0,1016.0,0.0,0.0,80.3,19.916666,23.0,17.0,16.25,,,8000.0,,,2.075,6.2,75.0,0.0,75.00769,64.5,23.0,,,,3.0461538,6.2,87.5,0.0,87.0,93.8,16.0,,,,3.1499999,5.1
2021-02-14,HKNW,78.541664,1021.0,1017.0,0.0,0.0,77.104164,19.041666,25.0,16.0,14.416667,,,8000.0,,,3.5041666,6.2,75.0,0.0,66.753845,47.0,25.0,,,,3.307692,5.1,53.46154,0.0,84.00769,93.8,17.0,,,,1.8923078,6.2
2021-02-15,HKNW,51.52174,1021.0,1016.0,0.0,0.0,69.03478,21.304348,27.0,17.0,14.913043,,,9999.0,,,3.7478259,9.3,58.846153,0.0,61.17692,39.0,27.0,,,,5.5230765,9.3,33.333332,0.0,71.24167,82.5,17.0,,,,2.6166668,5.1
2021-02-16,HKNW,25.227272,1020.0,1015.0,0.0,0.0,59.60455,21.863636,27.0,17.0,13.090909,,,9999.0,,,3.690909,7.7,29.615385,0.0,52.02308,34.4,27.0,,,,5.0076923,7.7,3.5714285,0.0,71.36429,87.9,16.0,,,,1.807143,6.2
2021-02-17,HKNW,19.791666,1021.0,1016.0,0.0,0.0,60.0,21.291666,27.0,16.0,12.416667,,,9999.0,,,3.0916665,7.7,32.692307,0.0,50.069233,31.9,27.0,,,,4.3230767,7.7,31.071428,0.0,71.78572,87.9,16.0,,,,0.9499999,5.1
2021-02-18,HKNW,40.416668,1021.0,1017.0,0.0,0.0,54.80417,21.541666,27.0,16.0,10.583333,,,9999.0,,,3.3208332,10.3,52.692307,0.0,43.1,21.2,27.0,,,,5.023077,10.3,17.142857,0.0,66.54286,87.7,14.0,,,,2.207143,5.1
2021-02-19,HKNW,38.75,1021.0,1017.0,0.0,0.0,50.729168,21.833334,28.0,14.0,9.416667,,,9999.0,,,2.3541667,5.1,68.07692,0.0,40.192307,22.8,28.0,,,,3.8692305,5.1,41.785713,0.0,56.11429,82.4,16.0,,,,0.6285714,3.6
2021-02-20,HKNW,55.416668,1021.0,1016.0,0.0,0.0,57.13333,22.041666,28.0,16.0,12.833333,,,9999.0,,,2.1958332,5.1,65.76923,0.0,53.4,39.6,28.0,,,,3.6538458,5.1,52.857143,0.0,69.82143,88.0,16.0,,,,0.0,0.0
2021-02-21,HKNW,67.27273,1022.0,1016.0,0.0,0.0,68.181816,21.136364,27.0,16.0,14.590909,,,9999.0,,,2.1681817,10.3,72.69231,0.0,62.51538,36.8,27.0,,,,3.1923077,10.3,75.0,0.0,84.40001,88.1,17.0,,,,1.8428571,4.1
2021-02-22,HKNW,75.0,1021.0,1018.0,0.0,0.0,79.34546,19.181818,24.0,17.0,15.363636,,,9999.0,,,2.7,7.7,75.0,0.0,68.920006,60.9,24.0,,,,5.12,7.7,75.0,0.0,88.0,88.0,17.0,,,,0.0,0.0
2021-02-23,HKNW,75.0,1019.0,1018.0,0.0,0.0,60.599995,23.0,25.0,19.0,14.666667,,,9999.0,,,2.5666666,5.1,75.0,0.0,60.599995,50.4,25.0,,,,2.5666666,5.1,18.75,0.0,88.325,93.8,17.0,,,,0.0,0.0
2021-02-24,HKNW,46.5,1021.0,1017.0,0.0,0.0,71.18001,20.7,25.0,17.0,14.9,,,9999.0,,,1.5899999,5.1,75.0,0.0,52.599995,50.4,25.0,,,,3.5999997,5.1,45.0,0.0,72.41428,82.6,18.0,,,,0.7285714,5.1
2021-02-25,HKNW,24.0,1021.0,1017.0,0.0,0.0,65.08,19.8,23.0,18.0,12.6,,,9999.0,,,1.8599999,7.2,45.0,0.0,40.9,40.9,23.0,,,,7.2,7.2,5.625,0.0,65.6625,82.1,14.0,,,,1.875,7.2
2021-02-26,HKNW,8.823529,1021.0,1016.0,0.0,0.0,50.841175,21.058823,27.0,14.0,9.3529415,,,9999.0,,,2.9999998,8.7,15.0,0.0,45.829998,22.8,27.0,,,,3.6999996,8.7,2.0833333,0.0,63.625,87.7,14.0,,,,2.8333333,5.1
2021-02-27,HKNW,10.652174,1021.0,1016.0,0.0,0.0,46.02174,21.695652,29.0,14.0,7.0434785,,,9999.0,,,3.173913,7.2,18.846153,0.0,35.253845,16.4,29.0,,,,4.1461535,7.2,3.4615386,0.0,54.88333,71.8,14.0,,,,0.5538461,5.1
2021-02-28,HKNW,18.043478,1021.0,1015.0,0.0,0.0,42.686363,22.363636,29.0,14.0,7.8636365,,,9999.0,,,3.3086953,8.2,30.0,0.0,35.830772,23.1,29.0,,,,4.938462,8.2,14.230769,0.0,54.915382,82.2,15.0,,,,1.6307693,4.1
2021-03-01,HKNW,28.47826,1021.0,1016.0,0.0,0.0,54.052174,22.347826,28.0,15.0,12.043478,,,9999.0,,,4.147826,10.3,31.153847,0.0,49.338455,34.4,28.0,,,,5.607692,10.3,44.23077,0.0,69.04614,88.1,18.0,,,,4.292307,5.1
2021-03-02,HKNW,45.0,1021.0,1016.0,0.0,0.0,59.104347,21.826086,26.0,18.0,12.826087,,,9999.0,,,5.0869565,10.3,58.846153,0.0,55.23077,38.5,26.0,,,,6.1538463,10.3,10.714286,0.0,59.392853,77.1,16.0,,,,1.6142857,5.1
2021-03-03,HKNW,11.458333,1020.0,1015.0,0.0,0.0,53.145832,21.75,28.0,16.0,11.166667,,,9999.0,,,3.7708333,8.2,19.23077,0.0,45.353844,30.1,28.0,,,,4.938462,8.2,1.7857143,0.0,63.171425,82.2,15.0,,,,2.5714285,7.2
2021-03-04,HKNW,44.375,1021.0,1017.0,0.0,0.0,63.30417,20.5,26.0,15.0,13.083333,,,9999.0,,,3.9166667,8.2,61.153847,0.0,60.65385,47.3,26.0,,,,5.730769,8.2,41.42857,0.0,71.571434,87.9,16.0,,,,2.4285715,6.2
2021-03-05,HKNW,51.95652,1021.0,1016.0,0.0,0.0,61.38333,21.708334,26.0,16.0,13.541667,,,9999.0,,,3.6875,8.2,65.76923,0.0,56.953842,41.7,26.0,,,,4.9692307,8.2,53.75,0.0,60.766663,72.6,18.0,,,,2.988889,6.2
2021-03-06,HKNW,27.105263,1023.0,1016.0,0.0,0.0,47.56316,23.157894,27.0,18.0,10.947369,,,9999.0,,,4.3842106,10.3,33.333332,0.0,44.541668,34.4,27.0,,,,5.3916664,10.3,1.7857143,0.0,56.6,77.1,15.0,,,,2.1785715,6.2
2021-03-07,HKNW,17.5,1021.0,1011.0,0.0,0.0,52.0,22.125,28.0,15.0,11.291667,,,9999.0,,,3.0291665,7.2,26.538462,0.0,47.507694,34.7,28.0,,,,3.723077,7.2,47.857143,0.0,59.400005,72.7,19.0,,,,3.0285714,6.2
2021-03-08,HKNW,37.708332,1021.0,1015.0,0.0,0.0,55.2625,22.541666,27.0,19.0,12.791667,,,9999.0,,,4.5125,7.7,23.846153,0.0,49.73077,39.0,27.0,,,,5.3230767,7.7,42.142857,0.0,67.55,87.9,16.0,,,,2.4857142,7.7
2021-03-09,HKNW,43.125,1023.0,1018.0,0.0,0.0,57.0125,21.75,27.0,16.0,12.083333,,,9999.0,,,3.4708335,9.3,47.307693,0.0,50.707695,30.1,27.0,,,,4.784615,9.3,14.285714,0.0,68.42857,87.9,16.0,,,,2.942857,6.2
2021-03-10,HKNW,32.727272,1023.0,1018.0,0.0,0.0,57.890907,21.318182,28.0,16.0,11.545455,,,9999.0,,,4.2999997,8.2,54.166668,0.0,48.15833,24.7,28.0,,,,5.441667,8.2,28.076923,0.0,64.861534,82.5,17.0,,,,2.1769233,5.1
2021-03-11,HKNW,22.5,1021.0,1016.0,0.0,0.0,48.712498,22.708334,29.0,17.0,9.625,,,9999.0,,,4.6541667,10.3,30.384615,0.0,38.092308,21.5,29.0,,,,6.692307,10.3,11.785714,0.0,58.22857,87.7,14.0,,,,2.5642855,7.2
2021-03-12,HKNW,20.652174,1021.0,1016.0,0.0,0.0,49.38696,22.0,27.0,14.0,9.782609,,,9999.0,,,4.4565215,10.3,29.583334,0.0,41.408333,24.5,27.0,,,,6.6166663,10.3,23.571428,0.0,63.24286,87.8,15.0,,,,2.7571428,7.2
2021-03-13,HKNW,26.458334,1022.0,1016.0,0.0,0.0,52.67917,21.75,27.0,15.0,10.5,,,9999.0,,,4.045833,10.8,29.23077,0.0,42.807693,26.2,27.0,,,,5.0999994,10.8,21.071428,0.0,64.28571,87.8,15.0,,,,2.7214284,6.7
2021-03-14,HKNW,34.583332,1021.0,1016.0,0.0,0.0,51.287502,22.375,28.0,15.0,10.541667,,,9999.0,,,3.95,7.7,48.846153,0.0,43.23077,26.2,28.0,,,,4.8461537,7.7,25.0,0.0,60.869236,87.9,16.0,,,,2.4769232,5.1
2021-03-15,HKNW,33.636364,1020.0,1015.0,0.0,0.0,53.67727,22.545454,28.0,16.0,11.727273,,,9999.0,,,3.5181816,7.7,35.76923,0.0,47.515385,26.5,28.0,,,,4.061538,7.7,64.166664,0.0,71.14167,93.8,16.0,,,,4.266666,7.7
2021-03-16,HKNW,75.0,1021.0,1015.0,0.0,0.0,70.77392,20.086956,25.0,16.0,14.26087,,,9999.0,,,4.469565,7.7,75.0,0.0,64.2,44.3,25.0,,,,5.4538465,7.7,75.0,0.0,77.53636,88.1,17.0,,,,3.3272727,4.1
2021-03-17,HKNW,70.5,1021.0,1016.0,0.0,0.0,63.265003,21.2,26.0,17.0,13.45,,,9999.0,,,4.4199996,9.3,70.0,0.0,59.74167,41.7,26.0,,,,5.216666,9.3,70.71429,0.0,68.47143,82.6,18.0,,,,2.7785714,3.6
2021-03-18,HKNW,65.833336,1021.0,1016.0,0.0,0.0,58.90833,21.791666,27.0,18.0,12.75,,,9999.0,,,3.8166664,8.2,70.38461,0.0,51.77692,32.2,27.0,,,,4.6923075,8.2,61.42857,0.0,66.12857,88.0,17.0,,,,2.985714,5.7
2021-03-19,HKNW,70.416664,1021.0,1016.0,0.0,0.0,59.2625,21.916666,27.0,17.0,12.958333,,,9999.0,,,4.1458335,7.7,70.38461,0.0,53.361538,32.2,27.0,,,,4.446153,7.7,69.28571,0.0,70.62142,88.1,18.0,,,,3.2571425,5.1
2021-03-20,HKNW,71.25,1021.0,1015.0,0.0,0.0,67.0625,21.166666,27.0,18.0,14.458333,,,9999.0,,,4.225,10.3,70.38461,0.0,59.715378,44.8,27.0,,,,5.3923078,10.3,70.38461,0.0,83.04615,93.8,16.0,,,,3.076923,5.1
2021-03-21,HKNW,75.0,1020.0,1014.0,0.0,0.0,72.16522,20.130434,25.0,16.0,14.434783,,,9999.0,,,4.0869565,10.3,75.0,0.0,65.61538,44.3,25.0,,,,5.2153845,10.3,75.0,0.0,75.94286,88.0,16.0,,,,3.5642853,5.1
2021-03-22,HKNW,60.5,1020.0,1016.0,0.0,0.0,66.68,20.75,26.0,16.0,13.7,,,9999.0,,,4.6799994,10.3,65.0,0.0,55.477776,39.0,26.0,,,,6.855555,10.3,52.857143,0.0,75.32857,93.8,17.0,,,,3.442857,7.2
2021-03-23,HKNW,51.041668,1023.0,1018.0,0.0,0.0,64.0875,21.166666,27.0,17.0,13.375,,,9999.0,,,5.4125,9.3,60.384617,0.0,56.223083,35.9,27.0,,,,6.984615,9.3,41.785713,0.0,69.24287,88.0,17.0,,,,2.3214285,5.7
2021-03-24,HKNW,50.625,1023.0,1017.0,0.0,0.0,57.733337,21.625,27.0,17.0,12.041667,,,9999.0,,,4.2666664,9.3,61.923077,0.0,51.84615,32.2,27.0,,,,6.292308,9.3,20.0,0.0,60.458332,77.3,17.0,,,,2.1000001,7.7
2021-03-25,HKNW,24.5,1020.0,1015.0,0.0,0.0,47.985004,22.8,29.0,17.0,9.7,,,9999.0,,,3.8400002,10.3,26.538462,0.0,40.469234,21.8,29.0,,,,5.0384617,10.3,45.625,0.0,56.249996,77.4,18.0,,,,2.825,5.1
2021-03-26,HKNW,65.0,1021.0,1016.0,0.0,0.0,54.32,22.7,28.0,18.0,12.5,,,9999.0,,,3.6799998,7.7,75.0,0.0,50.315384,34.7,28.0,,,,4.6230764,7.7,62.272728,0.0,69.3909,82.6,18.0,,,,1.6545455,2.6
2021-03-27,HKNW,73.57143,1022.0,1016.0,0.0,0.0,56.276188,22.285715,28.0,18.0,12.142858,,,9999.0,,,1.54,6.2,75.0,0.0,49.584614,28.1,28.0,,,,2.169231,6.2,72.85714,0.0,64.50715,88.0,17.0,,,,1.1846154,6.2
2021-03-28,HKNW,64.5,1023.0,1017.0,0.0,0.0,63.405006,20.95,27.0,17.0,13.2,,,9999.0,,,2.4199998,7.7,57.0,0.0,59.6,39.0,27.0,,,,3.0500002,6.2,40.714287,0.0,79.942856,93.8,16.0,,,,1.8285713,7.7
2021-03-29,HKNW,48.68421,1021.0,1015.0,0.0,0.0,58.900005,22.842106,28.0,16.0,13.473684,,,9999.0,,,5.289474,14.4,44.615383,0.0,53.092304,34.7,28.0,,,,5.4461536,9.3,79.166664,0.0,77.916664,93.8,17.0,,,,5.3749995,14.4
2021-03-30,HKNW,64.545456,1021.0,1015.0,0.0,0.0,71.54092,20.5,26.0,17.0,14.590909,,,8000.0,,,4.513636,7.7,63.46154,0.0,66.846146,41.4,26.0,,,,5.3153844,7.7,64.166664,0.0,77.87499,93.8,16.0,,,,0.9833333,4.1
2021-03-31,HKNW,75.0,1020.0,1019.0,0.0,0.0,89.04286,17.428572,19.0,16.0,15.571428,,,9999.0,,,0.0,0.0,,0.0,,,,,,,,,63.0,0.0,88.28001,93.8,17.0,,,,2.6599998,4.6
2021-04-01,HKNW,57.5,1022.0,1018.0,0.0,0.0,62.365,21.75,27.0,17.0,13.5,,,9999.0,,,4.5,9.3,67.5,0.0,53.675003,34.4,27.0,,,,5.8333325,9.3,55.833332,0.0,74.39166,93.9,18.0,,,,2.1000001,7.7
2021-04-02,HKNW,64.545456,1023.0,1016.0,0.0,0.0,63.15,22.181818,28.0,18.0,13.954545,,,9999.0,,,3.8863633,7.7,65.76923,0.0,56.13077,34.7,28.0,,,,4.4538455,7.7,61.42857,0.0,70.771416,88.1,18.0,,,,2.9642854,5.1
2021-04-03,HKNW,57.5,1021.0,1016.0,0.0,0.0,59.566666,22.458334,28.0,18.0,13.291667,,,9999.0,,10.3,3.0249999,8.2,61.153847,0.0,53.54615,30.4,28.0,,,10.3,3.8000002,8.2,49.615383,0.0,72.08571,93.8,17.0,,,,3.235714,8.2
2021-04-04,HKNW,58.88889,1022.0,1017.0,0.0,0.0,72.81579,20.789474,27.0,17.0,15.210526,,,9999.0,,15.4,2.5210526,7.7,60.0,0.0,67.59167,39.3,27.0,,,15.4,2.1000001,7.7,95.833336,0.0,95.86666,100.0,16.0,,,,2.9333334,3.6
2021-04-05,HKNW,81.25,1023.0,1017.0,0.0,0.0,75.284996,20.1,25.0,16.0,15.1,,,9999.0,,,3.58,6.2,76.92308,0.0,67.246155,50.2,25.0,,,,3.7999997,6.2,75.0,0.0,87.40999,93.8,17.0,,,,1.6,6.2
2021-04-06,HKNW,72.14286,1023.0,1017.0,0.0,0.0,76.12382,20.380953,25.0,17.0,15.666667,,,8000.0,,,2.6904762,7.7,72.69231,0.0,68.04615,53.8,25.0,,,,3.3153841,7.7,70.71429,0.0,89.04286,100.0,16.0,,,,2.0857143,5.1
2021-04-07,HKNW,60.0,1023.0,1019.0,0.0,0.0,74.975006,20.208334,27.0,16.0,15.125,,,9999.0,,,3.1458333,8.7,61.153847,0.0,66.47692,36.8,27.0,,,,4.576923,8.7,58.214287,0.0,82.50715,93.9,17.0,,,,3.1214283,5.1
2021-04-08,HKNW,69.791664,1023.0,1017.0,0.0,0.0,74.5375,20.583334,26.0,17.0,15.416667,,,9999.0,,,4.3041663,8.7,67.69231,0.0,65.62308,47.3,26.0,,,,4.6307693,6.7,70.71429,0.0,85.75,93.9,17.0,,,,2.8642857,8.7
2021-04-09,HKNW,73.75,1021.0,1015.0,0.0,0.0,76.3,19.708334,24.0,17.0,15.083333,,,9999.0,,,2.7916667,12.9,75.0,0.0,68.338455,53.6,24.0,,,,3.2923074,12.9,75.0,0.0,83.50714,93.8,16.0,,,,1.7285715,5.1
